sample_id;taxon_id;collection;id_feature;feature_value;FOI;original_data
IW-607;2589099.0;Inside Wood;IFC-23;IFV-4;IFG-4;GOODENIACEAE Scaevola taccada (Gaertn.) Roxb.|Synonym: GOODENIACEAE Scaevola sericea Vahl
IW-607;2589099.0;Inside Wood;IFC-24;IFV-4;IFG-4;GOODENIACEAE Scaevola taccada (Gaertn.) Roxb.|Synonym: GOODENIACEAE Scaevola sericea Vahl
IW-607;2589099.0;Inside Wood;IFC-25;IFV-4;IFG-4;GOODENIACEAE Scaevola taccada (Gaertn.) Roxb.|Synonym: GOODENIACEAE Scaevola sericea Vahl
IW-607;2589099.0;Inside Wood;IFC-26;IFV-4;IFG-4;GOODENIACEAE Scaevola taccada (Gaertn.) Roxb.|Synonym: GOODENIACEAE Scaevola sericea Vahl
IW-607;2589099.0;Inside Wood;IFC-27;IFV-4;IFG-4;GOODENIACEAE Scaevola taccada (Gaertn.) Roxb.|Synonym: GOODENIACEAE Scaevola sericea Vahl
IW-608;514480.0;Inside Wood;IFC-9;IFV-3;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-17;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-18;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-23;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-25;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-26;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-27;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-33;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-34;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-35;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-49;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-50;IFV-4;IFG-4;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-63;IFV-4;IFG-5;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-91;IFV-4;IFG-6;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-92;IFV-4;IFG-6;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-93;IFV-4;IFG-6;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-94;IFV-4;IFG-6;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-107;IFV-4;IFG-7;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-115;IFV-4;IFG-7;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-116;IFV-4;IFG-7;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-138;IFV-4;IFG-10;GRUBBIACEAE Grubbia rosmarinifolia
IW-608;514480.0;Inside Wood;IFC-139;IFV-4;IFG-10;GRUBBIACEAE Grubbia rosmarinifolia
IW-609;514484.0;Inside Wood;IFC-9;IFV-3;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-23;IFV-4;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-25;IFV-4;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-26;IFV-4;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-27;IFV-4;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-35;IFV-4;IFG-4;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-63;IFV-4;IFG-5;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-91;IFV-4;IFG-6;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-92;IFV-4;IFG-6;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-93;IFV-4;IFG-6;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-94;IFV-4;IFG-6;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-102;IFV-4;IFG-7;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-115;IFV-4;IFG-7;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-116;IFV-4;IFG-7;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-137;IFV-4;IFG-10;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-138;IFV-4;IFG-10;GRUBBIACEAE Grubbia rourkei
IW-609;514484.0;Inside Wood;IFC-139;IFV-4;IFG-10;GRUBBIACEAE Grubbia rourkei
IW-610;514486.0;Inside Wood;IFC-9;IFV-3;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-25;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-26;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-27;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-33;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-34;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-35;IFV-4;IFG-4;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-63;IFV-4;IFG-5;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-91;IFV-4;IFG-6;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-92;IFV-4;IFG-6;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-93;IFV-4;IFG-6;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-94;IFV-4;IFG-6;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-107;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-109;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-112;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-113;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-115;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-116;IFV-4;IFG-7;GRUBBIACEAE Grubbia tomentosa
IW-610;514486.0;Inside Wood;IFC-138;IFV-4;IFG-10;GRUBBIACEAE Grubbia tomentosa
IW-611;2766811.0;Inside Wood;IFC-12;IFV-4;IFG-4;HAMAMELIDACEAE Dicoryphe buddlejoides Baker
IW-611;2766811.0;Inside Wood;IFC-102;IFV-4;IFG-7;HAMAMELIDACEAE Dicoryphe buddlejoides Baker
IW-612;2766809.0;Inside Wood;IFC-49;IFV-4;IFG-4;HAMAMELIDACEAE Dicoryphe SP.
IW-612;2766809.0;Inside Wood;IFC-50;IFV-4;IFG-4;HAMAMELIDACEAE Dicoryphe SP.
IW-613;2766822.0;Inside Wood;IFC-100;IFV-3;IFG-7;HAMAMELIDACEAE Dicoryphe stipulacea J. St.-Hil.
IW-613;2766822.0;Inside Wood;IFC-102;IFV-4;IFG-7;HAMAMELIDACEAE Dicoryphe stipulacea J. St.-Hil.
IW-614;2443022.0;Inside Wood;IFC-12;IFV-3;IFG-4;HAMAMELIDACEAE Trichocladus ellipticus Eckl. & Zeyh
IW-614;2443022.0;Inside Wood;IFC-78;IFV-3;IFG-6;HAMAMELIDACEAE Trichocladus ellipticus Eckl. & Zeyh
IW-615;2443022.0;Inside Wood;IFC-138;IFV-3;IFG-10;HAMAMELIDACEAE Trichocladus ellipticus Eckl. & Zeyh subsp. malosanus
IW-616;2836998.0;Inside Wood;IFC-63;IFV-4;IFG-5;HERNANDIACEAE Gyrocarpus americanus Jacq. (HELICOPTER TREE, PROPELLER TREE, STINKWOOD, WHIRLY WHIRLY TREE)
IW-616;2836998.0;Inside Wood;IFC-69;IFV-3;IFG-5;HERNANDIACEAE Gyrocarpus americanus Jacq. (HELICOPTER TREE, PROPELLER TREE, STINKWOOD, WHIRLY WHIRLY TREE)
IW-616;2836998.0;Inside Wood;IFC-90;IFV-3;IFG-6;HERNANDIACEAE Gyrocarpus americanus Jacq. (HELICOPTER TREE, PROPELLER TREE, STINKWOOD, WHIRLY WHIRLY TREE)
IW-617;2846846.0;Inside Wood;IFC-12;IFV-3;IFG-4;HERNANDIACEAE Hernandia nymphaeifolia (J.Presl) Kubitzki (LANTERN TREE, SEA HEARSE)
IW-617;2846846.0;Inside Wood;IFC-82;IFV-3;IFG-6;HERNANDIACEAE Hernandia nymphaeifolia (J.Presl) Kubitzki (LANTERN TREE, SEA HEARSE)
IW-617;2846846.0;Inside Wood;IFC-83;IFV-3;IFG-6;HERNANDIACEAE Hernandia nymphaeifolia (J.Presl) Kubitzki (LANTERN TREE, SEA HEARSE)
IW-617;2846846.0;Inside Wood;IFC-106;IFV-3;IFG-7;HERNANDIACEAE Hernandia nymphaeifolia (J.Presl) Kubitzki (LANTERN TREE, SEA HEARSE)
IW-617;2846846.0;Inside Wood;IFC-125;IFV-3;IFG-9;HERNANDIACEAE Hernandia nymphaeifolia (J.Presl) Kubitzki (LANTERN TREE, SEA HEARSE)
IW-618;2846866.0;Inside Wood;IFC-26;IFV-3;IFG-4;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-618;2846866.0;Inside Wood;IFC-33;IFV-3;IFG-4;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-618;2846866.0;Inside Wood;IFC-46;IFV-3;IFG-4;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-618;2846866.0;Inside Wood;IFC-69;IFV-3;IFG-5;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-618;2846866.0;Inside Wood;IFC-83;IFV-3;IFG-6;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-618;2846866.0;Inside Wood;IFC-106;IFV-3;IFG-7;HERNANDIACEAE Hernandia voyronii Jum. (FALSE CAMPHOR, FAUX CAMPHRIER)|Synonym: HERNANDIACEAE Hazomalania voyronii (Jum.) Capuron
IW-619;2624944.0;Inside Wood;IFC-23;IFV-4;IFG-4;HUACEAE Afrostyrax kamerunensis Perkins et Gilg
IW-620;2624945.0;Inside Wood;IFC-46;IFV-3;IFG-4;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-620;2624945.0;Inside Wood;IFC-79;IFV-3;IFG-6;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-620;2624945.0;Inside Wood;IFC-88;IFV-3;IFG-6;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-620;2624945.0;Inside Wood;IFC-99;IFV-3;IFG-7;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-620;2624945.0;Inside Wood;IFC-109;IFV-3;IFG-7;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-620;2624945.0;Inside Wood;IFC-116;IFV-3;IFG-7;HUACEAE Afrostyrax lepidophyllus Mildbr.
IW-621;2854535.0;Inside Wood;IFC-41;IFV-3;IFG-4;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-58;IFV-3;IFG-4;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-85;IFV-3;IFG-6;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-88;IFV-3;IFG-6;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-106;IFV-3;IFG-7;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-108;IFV-3;IFG-7;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-109;IFV-3;IFG-7;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-110;IFV-3;IFG-7;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-137;IFV-3;IFG-10;HUACEAE Hua gaboni Pierre ex De Wild.
IW-621;2854535.0;Inside Wood;IFC-138;IFV-3;IFG-10;HUACEAE Hua gaboni Pierre ex De Wild.
IW-622;2589249.0;Inside Wood;IFC-15;IFV-3;IFG-4;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-31;IFV-3;IFG-4;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-94;IFV-3;IFG-6;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-100;IFV-3;IFG-7;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-107;IFV-3;IFG-7;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-109;IFV-3;IFG-7;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-622;2589249.0;Inside Wood;IFC-116;IFV-3;IFG-7;HUMIRIACEAE Sacoglottis gabonensis (Baill.) Urb. (OZOUGA)
IW-623;514748.0;Inside Wood;IFC-1;IFV-3;IFG-3;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-7;IFV-3;IFG-4;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-12;IFV-4;IFG-4;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-34;IFV-3;IFG-4;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-45;IFV-3;IFG-4;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-69;IFV-3;IFG-5;HYPERICACEAE Eliea articulata Cambess.
IW-623;514748.0;Inside Wood;IFC-102;IFV-4;IFG-7;HYPERICACEAE Eliea articulata Cambess.
IW-624;514819.0;Inside Wood;IFC-9;IFV-3;IFG-4;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-23;IFV-4;IFG-4;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-26;IFV-3;IFG-4;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-35;IFV-4;IFG-4;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-45;IFV-3;IFG-4;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-84;IFV-3;IFG-6;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-106;IFV-3;IFG-7;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-108;IFV-3;IFG-7;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-110;IFV-3;IFG-7;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-136;IFV-3;IFG-10;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-141;IFV-3;IFG-10;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-624;514819.0;Inside Wood;IFC-142;IFV-3;IFG-10;HYPERICACEAE Harungana madagascariensis Lam. ex Poir. (NAMAHASI)
IW-625;516517.0;Inside Wood;IFC-7;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-625;516517.0;Inside Wood;IFC-12;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-625;516517.0;Inside Wood;IFC-23;IFV-4;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-7;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-20;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-23;IFV-4;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-27;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-41;IFV-3;IFG-4;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-626;516517.0;Inside Wood;IFC-97;IFV-3;IFG-7;HYPERICACEAE Hypericum revolutum Vahl|Synonym: HYPERICACEAE Hypericum lanceolatum Lam.
IW-627;517007.0;Inside Wood;IFC-24;IFV-4;IFG-4;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-627;517007.0;Inside Wood;IFC-25;IFV-4;IFG-4;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-627;517007.0;Inside Wood;IFC-26;IFV-4;IFG-4;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-627;517007.0;Inside Wood;IFC-27;IFV-4;IFG-4;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-627;517007.0;Inside Wood;IFC-97;IFV-3;IFG-7;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-627;517007.0;Inside Wood;IFC-103;IFV-3;IFG-7;HYPERICACEAE Psorospermum androsaemifolium Baker
IW-628;517000.0;Inside Wood;IFC-23;IFV-4;IFG-4;HYPERICACEAE Psorospermum sp.
IW-628;517000.0;Inside Wood;IFC-24;IFV-4;IFG-4;HYPERICACEAE Psorospermum sp.
IW-628;517000.0;Inside Wood;IFC-25;IFV-4;IFG-4;HYPERICACEAE Psorospermum sp.
IW-628;517000.0;Inside Wood;IFC-26;IFV-4;IFG-4;HYPERICACEAE Psorospermum sp.
IW-629;2630941.0;Inside Wood;IFC-12;IFV-4;IFG-4;ICACINACEAE Alsodeiopsis schumannii
IW-629;2630941.0;Inside Wood;IFC-23;IFV-4;IFG-4;ICACINACEAE Alsodeiopsis schumannii
IW-629;2630941.0;Inside Wood;IFC-63;IFV-4;IFG-5;ICACINACEAE Alsodeiopsis schumannii
IW-629;2630941.0;Inside Wood;IFC-87;IFV-4;IFG-6;ICACINACEAE Alsodeiopsis schumannii
IW-629;2630941.0;Inside Wood;IFC-88;IFV-4;IFG-6;ICACINACEAE Alsodeiopsis schumannii
IW-629;2630941.0;Inside Wood;IFC-99;IFV-3;IFG-7;ICACINACEAE Alsodeiopsis schumannii
IW-630;2630942.0;Inside Wood;IFC-12;IFV-4;IFG-4;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-23;IFV-4;IFG-4;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-63;IFV-4;IFG-5;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-88;IFV-4;IFG-6;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-137;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-138;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-139;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-140;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-141;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-142;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-630;2630942.0;Inside Wood;IFC-143;IFV-4;IFG-10;ICACINACEAE Alsodeiopsis staudtii Engl.
IW-631;2704379.0;Inside Wood;IFC-92;IFV-4;IFG-6;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-93;IFV-4;IFG-6;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-94;IFV-4;IFG-6;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-115;IFV-4;IFG-7;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-116;IFV-4;IFG-7;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-137;IFV-4;IFG-10;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-631;2704379.0;Inside Wood;IFC-138;IFV-4;IFG-10;ICACINACEAE Cassinopsis ilicifolia Kuntze|Synonym: ICACINACEAE Cassinopsis capensis Sond.
IW-632;2704375.0;Inside Wood;IFC-20;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-21;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-22;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-23;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-24;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-25;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-26;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-632;2704375.0;Inside Wood;IFC-27;IFV-4;IFG-4;ICACINACEAE Cassinopsis sp.
IW-633;2704381.0;Inside Wood;IFC-20;IFV-3;IFG-4;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-31;IFV-3;IFG-4;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-34;IFV-3;IFG-4;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-78;IFV-3;IFG-6;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-92;IFV-4;IFG-6;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-93;IFV-4;IFG-6;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-94;IFV-4;IFG-6;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-98;IFV-3;IFG-7;ICACINACEAE Cassinopsis tinifolia Harv.
IW-633;2704381.0;Inside Wood;IFC-110;IFV-3;IFG-7;ICACINACEAE Cassinopsis tinifolia Harv.
IW-634;3237763.0;Inside Wood;IFC-6;IFV-3;IFG-4;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-12;IFV-3;IFG-4;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-23;IFV-4;IFG-4;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-42;IFV-3;IFG-4;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-79;IFV-3;IFG-6;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-86;IFV-3;IFG-6;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-92;IFV-3;IFG-6;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-105;IFV-3;IFG-7;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
IW-634;3237763.0;Inside Wood;IFC-110;IFV-3;IFG-7;ICACINACEAE Vadensea vogelii (Miers) Jongkind & O.Lachenaud (ELEPHANTÂ¿S TUSK TREE)|Synonym: ICACINACEAE Desmostachys vogelii Stapf
